date;animal quantity;grass quantity;average animal energy;average animal life span;average children quantity;
1444;29;68;31.66;78.31;1.97;
1445;30;67;30.67;78.31;1.97;
1446;30;65;31.0;78.31;1.97;
1447;29;65;31.76;79.76;1.76;
1448;29;61;32.83;79.76;1.76;
1449;29;57;33.9;79.76;1.76;
1450;29;55;34.28;79.76;1.76;
1451;29;54;34.31;79.76;1.76;
1452;29;54;34.0;79.76;1.76;
1453;29;54;33.69;79.76;1.76;
1454;30;53;32.63;79.76;1.77;
1455;32;53;30.34;79.76;1.78;
1456;32;52;30.28;79.76;1.78;
1457;32;52;29.91;79.76;1.78;
1458;32;52;29.53;79.76;1.78;
1459;31;53;29.87;79.4;1.9;
1460;31;52;29.84;79.4;1.9;
1461;28;52;32.79;78.81;1.96;
1462;28;52;32.5;78.81;1.96;
1463;28;53;31.86;78.81;1.96;
1464;27;54;32.41;78.63;2.04;
1465;26;56;32.65;78.45;2.12;
1466;26;54;33.19;78.45;2.12;
1467;26;54;32.96;78.45;2.12;
1468;26;54;32.73;78.45;2.12;
1469;27;54;31.33;78.45;2.11;
1470;28;55;29.61;78.45;2.11;
1471;28;56;28.96;78.45;2.11;
1472;28;57;28.32;78.45;2.11;
1473;28;57;28.04;78.45;2.11;
1474;27;58;28.44;78.57;2.15;
1475;28;56;27.93;78.43;2.18;
1476;28;58;27.0;78.25;2.25;
1477;27;56;28.48;78.08;2.3;
1478;26;56;29.35;78.0;2.35;
1479;26;57;28.73;78.0;2.35;
1480;26;56;28.88;78.0;2.35;
1481;25;56;29.84;77.82;2.44;
1482;26;57;28.12;77.82;2.42;
1483;24;58;29.88;77.54;2.63;
1484;24;58;29.71;77.54;2.63;
1485;24;59;29.13;77.54;2.63;
1486;24;57;29.79;77.54;2.63;
1487;23;56;31.39;77.6;2.57;
1488;23;53;32.57;77.6;2.57;
1489;23;51;33.3;77.6;2.57;
1490;22;53;33.82;78.6;2.45;
1491;22;52;34.18;78.6;2.45;
1492;22;53;33.64;78.6;2.45;
1493;22;53;33.55;78.6;2.45;
1494;22;55;32.55;78.6;2.45;
1495;22;56;32.0;78.6;2.45;
1496;21;56;33.48;78.61;2.43;
1497;21;54;34.38;78.61;2.43;
1498;21;51;35.76;78.61;2.43;
1499;21;50;36.24;78.46;2.52;
1500;21;48;37.14;78.46;2.52;
1501;21;50;36.14;78.46;2.52;
1502;20;49;38.45;78.44;2.5;
1503;20;50;37.95;78.44;2.5;
1504;21;48;37.14;78.44;2.48;
1505;22;49;34.95;78.44;2.45;
1506;22;50;34.41;78.44;2.45;
1507;22;51;33.86;78.44;2.45;
1508;21;51;35.43;78.36;2.57;
1509;21;51;35.38;78.36;2.57;
1510;21;52;34.86;78.36;2.57;
1511;21;51;35.29;78.36;2.57;
1512;21;49;36.19;78.36;2.57;
1513;21;51;35.19;78.36;2.57;
1514;21;52;34.67;78.36;2.57;
1515;21;53;34.14;78.36;2.57;
1516;22;54;32.14;78.36;2.55;
1517;23;56;29.83;78.36;2.52;
1518;23;56;29.7;78.36;2.52;
1519;23;56;29.57;78.36;2.52;
1520;22;54;31.73;78.4;2.55;
1521;22;52;32.55;78.4;2.55;
1522;22;51;32.91;78.4;2.55;
1523;22;50;33.27;78.4;2.55;
1524;21;51;34.33;78.31;2.67;
1525;21;50;34.76;78.31;2.67;
1526;20;50;36.5;78.38;2.65;
1527;20;50;36.5;78.38;2.65;
1528;20;51;36.0;78.38;2.65;
1529;19;52;37.42;78.24;2.79;
1530;18;51;40.17;78.09;2.94;
1531;18;52;39.72;78.09;2.94;
1532;18;53;39.28;78.09;2.94;
1533;17;52;42.35;78.38;2.41;
1534;17;51;43.12;78.38;2.41;
1535;17;51;43.29;78.38;2.41;
1536;17;51;43.47;78.38;2.41;
1537;17;50;44.24;78.38;2.41;
1538;17;48;45.59;78.38;2.41;
1539;17;48;45.76;78.38;2.41;
1540;17;47;46.53;78.38;2.41;
1541;17;47;46.71;78.38;2.41;
1542;17;47;46.88;78.38;2.41;
1543;17;47;47.06;78.38;2.41;
1544;17;48;46.65;78.38;2.41;
1545;16;49;49.19;78.37;2.56;
1546;16;50;48.81;78.37;2.56;
1547;16;50;49.13;78.35;2.69;
1548;17;48;47.65;78.35;2.65;
1549;18;49;44.67;78.35;2.61;
1550;20;50;39.9;78.35;2.55;
1551;20;47;41.4;78.35;2.55;
1552;20;48;40.9;78.35;2.55;
1553;21;50;38.0;78.35;2.52;
1554;22;49;36.68;78.35;2.5;
1555;23;47;35.87;78.35;2.48;
1556;23;48;35.35;78.61;2.35;
1557;23;47;35.65;78.61;2.35;
1558;23;47;35.52;78.61;2.35;
1559;24;48;33.5;78.61;2.33;
1560;25;49;31.6;78.61;2.32;
1561;26;50;29.85;78.61;2.31;
1562;26;50;29.62;78.61;2.31;
1563;26;48;30.15;78.61;2.31;
1564;26;46;30.69;78.61;2.31;
1565;26;45;30.85;78.61;2.31;
1566;28;45;28.43;78.61;2.29;
1567;28;45;28.14;78.61;2.29;
1568;28;45;27.86;78.61;2.29;
1569;28;44;27.93;78.61;2.29;
1570;28;42;28.36;78.61;2.29;
1571;28;42;28.07;78.61;2.29;
1572;28;43;27.43;78.61;2.29;
1573;27;42;28.56;78.67;2.3;
1574;27;40;29.04;78.67;2.3;
1575;26;41;29.54;78.92;2.15;
1576;26;41;29.31;78.92;2.15;
1577;26;42;28.69;78.92;2.15;
1578;26;41;28.85;78.92;2.15;
1579;26;43;27.85;78.92;2.15;
1580;26;44;27.23;78.92;2.15;
1581;24;45;28.92;78.57;2.33;
1582;25;41;29.2;78.57;2.32;
1583;25;42;28.6;78.57;2.32;
1584;26;43;26.96;78.57;2.31;
1585;26;44;26.35;78.57;2.31;
1586;25;46;26.4;78.42;2.32;
1587;25;45;26.6;78.42;2.32;
1588;25;45;26.4;78.42;2.32;
1589;25;46;25.8;78.42;2.32;
1590;25;45;26.0;78.42;2.32;
1591;25;46;25.4;78.42;2.32;
1592;25;45;25.6;78.42;2.32;
1593;24;47;25.67;79.28;2.04;
1594;24;48;25.08;79.28;2.04;
1595;24;47;25.33;79.28;2.04;
1596;23;48;25.87;79.18;2.04;
1597;23;50;24.87;79.18;2.04;
1598;22;52;25.0;79.0;2.14;
1599;22;53;24.45;79.0;2.14;
1600;22;54;23.91;79.0;2.14;
1601;21;52;25.95;78.92;2.24;
1602;21;50;26.86;78.92;2.24;
1603;21;49;27.29;78.92;2.24;
1604;22;47;26.91;78.92;2.23;
1605;23;48;25.26;78.92;2.22;
1606;21;47;28.1;78.77;2.29;
1607;21;49;27.14;78.7;2.33;
1608;22;49;25.91;78.7;2.32;
1609;22;50;25.36;78.7;2.32;
1610;23;50;24.22;78.7;2.3;
1611;22;51;24.77;79.0;2.23;
1612;22;50;25.14;79.0;2.23;
1613;22;51;24.59;79.0;2.23;
1614;23;52;23.0;79.0;2.22;
1615;24;54;21.08;79.0;2.21;
1616;24;53;21.33;79.0;2.21;
1617;24;54;20.75;79.0;2.21;
1618;24;56;19.75;79.0;2.21;
1619;23;56;20.48;79.41;1.91;
1620;23;54;21.22;79.41;1.91;
1621;23;52;21.96;79.41;1.91;
1622;23;51;22.26;79.41;1.91;
1623;23;51;22.13;79.41;1.91;
1624;23;51;22.0;79.41;1.91;
1625;22;52;22.45;79.25;1.95;
1626;21;54;22.52;80.23;1.62;
1627;21;55;22.0;80.23;1.62;
1628;21;55;21.95;80.23;1.62;
1629;22;53;21.82;80.23;1.64;
1630;21;54;22.33;80.05;1.71;
1631;21;54;22.29;80.05;1.71;
1632;21;52;23.19;80.05;1.71;
1633;21;49;24.57;80.05;1.71;
1634;21;47;25.48;80.05;1.71;
1635;21;47;25.48;79.89;1.81;
1636;21;46;25.9;79.89;1.81;
1637;21;45;26.33;79.89;1.81;
1638;21;45;26.29;79.89;1.81;
1639;21;44;26.71;79.89;1.81;
1640;21;45;26.19;79.89;1.81;
1641;21;47;25.19;79.89;1.81;
1642;20;45;27.45;80.24;1.7;
1643;20;45;27.45;80.24;1.7;
1644;20;45;27.45;80.24;1.7;
1645;18;45;30.61;80.64;1.72;
1646;18;45;30.72;80.64;1.72;
1647;18;47;29.72;80.64;1.72;
1648;19;47;28.32;80.64;1.74;
1649;19;47;28.37;80.64;1.74;
1650;19;45;29.47;80.64;1.74;
1651;21;44;27.24;80.64;1.76;
1652;21;46;26.24;80.64;1.76;
1653;21;48;25.24;80.64;1.76;
1654;21;48;25.19;80.64;1.76;
1655;22;45;25.36;80.64;1.77;
1656;22;44;25.73;80.64;1.77;
1657;23;40;26.26;80.64;1.78;
1658;22;41;26.91;80.72;1.82;
1659;21;42;27.67;80.92;1.76;
1660;21;43;27.14;80.92;1.76;
1661;20;45;27.5;81.0;1.8;
1662;20;44;28.0;81.0;1.8;
1663;20;44;28.0;81.0;1.8;
1664;20;43;28.5;81.0;1.8;
1665;20;45;27.5;81.0;1.8;
1666;20;46;27.0;81.0;1.8;
1667;19;47;27.95;80.88;1.89;
1668;19;48;27.47;80.88;1.89;
1669;19;49;27.0;80.88;1.89;
1670;19;48;27.58;80.88;1.89;
1671;18;47;29.78;80.7;2.0;
1672;18;47;29.89;80.7;2.0;
1673;18;48;29.44;80.7;2.0;
1674;19;48;28.0;80.7;2.0;
1675;20;48;26.65;80.7;2.0;
1676;20;46;27.65;80.7;2.0;
1677;19;46;29.16;80.67;2.05;
1678;18;47;30.33;80.88;2.0;
1679;18;46;31.0;80.88;2.0;
1680;19;47;29.0;80.88;2.0;
1681;19;47;29.05;80.88;2.0;
1682;19;46;29.63;80.88;2.0;
1683;19;48;28.63;80.88;2.0;
1684;19;48;28.68;80.88;2.0;
1685;20;48;27.3;80.88;2.0;
1686;20;49;26.8;80.88;2.0;
1687;20;50;26.3;80.88;2.0;
1688;20;50;26.3;80.88;2.0;
1689;20;50;26.3;80.88;2.0;
1690;20;47;27.8;80.88;2.0;
1691;20;49;26.8;80.88;2.0;
1692;20;51;25.8;80.88;2.0;
1693;20;52;25.3;80.88;2.0;
1694;20;52;25.3;80.88;2.0;
1695;19;52;26.68;80.9;2.11;
1696;17;53;29.41;80.7;2.24;
1697;17;54;29.0;80.7;2.24;
1698;16;55;30.44;80.61;2.31;
1699;16;57;29.44;80.61;2.31;
1700;16;59;28.44;80.61;2.31;
1701;16;58;29.31;80.61;2.31;
1702;16;59;28.94;80.61;2.31;
1703;16;57;30.44;80.61;2.31;
1704;16;58;30.06;80.61;2.31;
1705;14;59;34.07;80.82;2.57;
1706;14;59;33.79;80.82;2.57;
1707;14;59;34.21;80.82;2.57;
1708;14;58;35.36;80.82;2.57;
1709;14;58;35.79;80.82;2.57;
1710;14;59;35.5;80.82;2.57;
1711;14;57;37.36;80.82;2.57;
1712;14;57;37.79;80.82;2.57;
1713;14;58;37.5;80.82;2.57;
1714;14;58;37.93;80.82;2.57;
1715;14;59;37.64;80.82;2.57;
1716;13;58;41.85;80.7;2.77;
1717;13;60;40.85;80.7;2.77;
1718;14;61;37.79;80.7;2.71;
1719;14;62;37.57;80.61;2.79;
1720;17;62;31.35;80.61;2.65;
1721;17;63;30.94;80.61;2.65;
1722;17;64;30.53;80.61;2.65;
1723;18;64;29.06;80.61;2.61;
1724;18;64;29.17;80.61;2.61;
1725;18;64;29.28;80.61;2.61;
1726;17;64;31.18;80.77;2.76;
1727;17;65;30.76;80.77;2.76;
1728;17;66;30.35;80.77;2.76;
1729;17;67;29.94;80.77;2.76;
1730;17;68;29.53;80.77;2.76;
1731;17;66;30.88;80.77;2.76;
1732;17;65;31.65;80.77;2.76;
1733;17;65;31.82;80.77;2.76;
1734;17;66;31.41;80.77;2.76;
1735;16;68;32.38;80.72;2.88;
1736;16;66;33.88;80.72;2.88;
1737;16;62;36.63;80.72;2.88;
1738;16;63;36.25;80.72;2.88;
1739;16;63;36.5;80.72;2.88;
1740;16;64;36.13;80.72;2.88;
1741;16;62;37.63;80.72;2.88;
1742;16;63;37.25;80.72;2.88;
1743;16;64;36.88;80.72;2.88;
1744;16;65;36.5;80.72;2.88;
1745;16;66;35.5;80.72;2.88;
1746;16;64;36.38;80.72;2.88;
1747;15;64;39.13;80.58;3.07;
1748;15;64;39.47;80.58;3.07;
1749;15;62;41.13;80.58;3.07;
1750;15;59;42.8;80.58;3.07;
1751;15;58;43.13;80.58;3.07;
1752;15;60;42.13;80.58;3.07;
1753;15;60;41.8;80.58;3.07;
1754;15;58;43.47;80.58;3.07;
1755;15;58;43.8;80.58;3.07;
1756;15;57;44.8;80.58;3.07;
1757;15;58;44.47;80.58;3.07;
1758;15;58;44.8;80.58;3.07;
1759;15;59;44.47;80.58;3.07;
1760;15;60;44.13;80.58;3.07;
1761;15;61;43.8;80.58;3.07;
1762;15;62;43.47;80.58;3.07;
1763;14;61;47.71;80.49;3.29;
1764;14;61;48.14;80.49;3.29;
1765;15;61;45.4;80.49;3.2;
1766;16;61;42.94;80.49;3.13;
1767;16;62;42.56;80.49;3.13;
1768;17;62;40.29;80.49;3.06;
1769;18;64;37.22;80.41;3.11;
1770;19;60;37.47;80.41;3.05;
1771;20;61;35.2;80.41;3.0;
1772;20;61;35.2;80.41;3.0;
1773;19;62;36.58;81.19;2.84;
1774;20;63;34.35;81.19;2.8;
1775;21;63;32.76;81.19;2.76;
1776;21;64;31.76;81.19;2.76;
1777;21;63;31.71;81.19;2.76;
1778;21;64;30.71;81.19;2.76;
1779;20;65;31.75;81.32;2.9;
1780;20;63;32.25;81.32;2.9;
1781;20;62;32.25;81.32;2.9;
1782;20;61;32.75;81.32;2.9;
1783;20;62;32.25;81.32;2.9;
1784;20;63;31.75;81.32;2.9;
1785;20;64;31.25;81.32;2.9;
1786;20;64;31.25;81.32;2.9;
1787;20;64;31.25;81.32;2.9;
1788;19;64;32.95;81.16;3.05;
1789;19;63;33.53;81.16;3.05;
1790;19;62;34.11;81.16;3.05;
1791;19;62;34.16;81.16;3.05;
1792;19;63;33.68;81.16;3.05;
1793;18;60;37.33;81.0;3.22;
1794;18;58;38.56;81.0;3.22;
1795;18;60;37.56;81.0;3.22;
1796;18;59;38.22;81.0;3.22;
1797;18;60;37.78;81.0;3.22;
1798;17;59;40.76;80.86;3.41;
1799;17;60;40.35;80.86;3.41;
1800;17;61;40.0;81.37;3.35;
1801;16;62;41.5;81.25;3.56;
1802;15;63;43.93;81.13;3.73;
1803;15;62;44.93;81.13;3.73;
1804;15;64;43.93;81.13;3.73;
1805;15;64;44.27;81.13;3.73;
1806;15;63;45.27;81.13;3.73;
1807;16;63;42.13;81.13;3.63;
1808;17;62;40.53;81.13;3.53;
1809;18;59;40.11;81.13;3.44;
1810;18;61;39.11;81.13;3.44;
1811;18;61;39.22;81.13;3.44;
1812;18;59;39.89;81.13;3.44;
1813;18;58;40.0;81.13;3.44;
1814;17;57;42.53;81.96;2.76;
1815;17;57;42.12;81.96;2.76;
1816;17;57;41.71;81.96;2.76;
1817;17;58;40.71;81.96;2.76;
1818;17;59;40.29;81.96;2.76;
1819;16;60;42.44;81.88;2.94;
1820;16;60;42.69;81.88;2.94;
1821;16;61;41.69;81.88;2.94;
1822;16;62;40.69;81.88;2.94;
1823;16;60;41.56;81.88;2.94;
1824;16;60;41.19;81.88;2.94;
1825;17;61;37.88;81.88;2.88;
1826;18;62;34.89;81.88;2.83;
1827;18;62;34.44;81.88;2.83;
1828;17;64;35.47;81.72;3.0;
1829;17;65;34.47;81.72;3.0;
1830;17;63;35.24;81.72;3.0;
1831;17;63;35.41;81.72;3.0;
1832;16;62;38.5;82.22;2.25;
1833;16;63;37.5;82.22;2.25;
1834;16;64;36.5;82.22;2.25;
1835;16;64;36.13;82.22;2.25;
1836;16;64;35.75;82.22;2.25;
1837;16;62;36.63;82.22;2.25;
1838;17;63;33.59;82.22;2.24;
1839;18;62;31.89;82.22;2.22;
1840;18;62;31.44;82.22;2.22;
1841;18;62;31.56;82.22;2.22;
1842;19;63;29.0;82.22;2.21;
1843;18;62;31.28;82.1;2.28;
1844;18;62;31.39;82.1;2.28;
1845;17;61;34.0;82.48;2.24;
1846;17;61;34.18;82.48;2.24;
1847;17;61;34.35;82.48;2.24;
1848;18;60;33.17;82.48;2.22;
1849;18;60;33.28;82.48;2.22;
1850;19;60;31.63;82.48;2.21;
1851;19;59;32.21;82.48;2.21;
1852;20;61;29.65;82.48;2.2;
1853;20;63;28.65;82.48;2.2;
1854;19;62;30.74;82.99;1.89;
1855;20;60;29.8;82.99;1.9;
1856;20;60;29.35;82.86;1.95;
1857;20;59;29.9;83.27;1.8;
1858;19;56;32.58;83.29;1.84;
1859;20;56;31.0;83.29;1.85;
1860;20;56;31.0;83.29;1.85;
1861;21;57;29.1;83.29;1.86;
1862;21;56;29.52;83.29;1.86;
1863;22;55;28.59;83.29;1.86;
1864;22;49;31.23;83.29;1.86;
1865;22;48;31.59;83.29;1.86;
1866;22;48;31.5;83.29;1.86;
1867;22;49;30.95;83.29;1.86;
1868;22;49;30.86;83.29;1.86;
1869;22;48;31.23;83.29;1.86;
1870;21;49;32.19;83.13;1.95;
1871;21;50;31.67;83.13;1.95;
1872;21;51;31.14;83.13;1.95;
1873;21;52;30.62;83.13;1.95;
1874;21;53;30.14;82.99;2.0;
1875;20;54;31.15;83.04;2.1;
1876;21;56;28.76;83.04;2.1;
1877;20;55;30.7;83.03;2.05;
1878;22;56;27.55;83.03;2.05;
1879;21;57;28.33;83.22;1.95;
1880;21;58;27.33;83.22;1.95;
1881;22;58;25.59;83.22;1.95;
1882;23;57;24.39;83.22;1.96;
1883;23;58;23.39;83.22;1.96;
1884;23;58;23.26;83.22;1.96;
1885;23;57;23.57;83.22;1.96;
1886;24;56;22.92;83.22;1.96;
1887;25;57;21.44;83.22;1.96;
1888;25;55;22.04;83.22;1.96;
1889;25;54;22.24;83.22;1.96;
1890;27;56;19.7;83.22;1.96;
1891;27;53;20.56;83.22;1.96;
1892;26;52;21.58;83.24;1.88;
1893;27;53;20.22;83.24;1.89;
1894;28;53;19.29;83.24;1.89;
1895;28;53;19.0;83.24;1.89;
1896;28;51;19.43;83.24;1.89;
1897;28;52;18.79;83.24;1.89;
1898;28;52;18.5;83.24;1.89;
1899;27;51;19.3;83.46;1.78;
1900;26;52;19.42;83.31;1.85;
1901;26;50;19.96;83.31;1.85;
1902;24;48;22.29;83.06;2.0;
1903;24;49;21.71;83.06;2.0;
1904;24;51;20.79;82.9;2.08;
1905;25;49;20.6;82.9;2.08;
1906;25;50;20.04;82.74;2.16;
1907;25;48;20.64;82.74;2.16;
1908;25;47;20.84;82.74;2.16;
1909;25;46;21.04;82.74;2.16;
1910;25;45;21.24;82.74;2.16;
1911;24;44;22.38;82.58;2.25;
1912;22;46;23.41;82.35;2.41;
1913;22;45;23.77;82.35;2.41;
1914;22;46;23.23;82.35;2.41;
1915;21;48;23.33;82.62;2.43;
1916;21;49;22.81;82.62;2.43;
1917;20;50;23.45;83.28;2.0;
1918;20;49;23.95;83.28;2.0;
1919;20;51;22.95;83.28;2.0;
1920;20;51;22.95;83.28;2.0;
1921;20;53;21.95;83.28;2.0;
1922;20;55;20.95;83.28;2.0;
1923;20;55;20.95;83.28;2.0;
1924;19;56;21.58;83.24;1.95;
1925;19;56;21.63;83.24;1.95;
1926;19;56;21.68;83.24;1.95;
1927;19;55;22.26;83.24;1.95;
1928;20;55;21.25;83.24;1.95;
1929;20;55;21.35;83.26;1.85;
1930;20;53;22.35;83.26;1.85;
1931;20;50;23.85;83.26;1.85;
1932;20;50;23.85;83.26;1.85;
1933;20;52;22.85;83.26;1.85;
1934;20;54;21.85;83.26;1.85;
1935;19;53;23.58;83.36;1.68;
1936;19;52;24.16;83.36;1.68;
1937;18;53;25.06;83.28;1.78;
1938;18;55;24.06;83.28;1.78;
1939;18;57;23.06;83.28;1.78;
1940;18;57;23.17;83.28;1.78;
1941;18;57;23.28;83.28;1.78;
1942;16;58;25.81;83.16;1.94;
1943;17;58;24.59;83.16;1.94;
1944;17;58;24.76;83.16;1.94;
1945;17;60;23.76;83.16;1.94;
1946;17;58;24.53;83.16;1.94;
1947;17;56;25.29;83.16;1.94;
1948;17;56;24.88;83.16;1.94;
1949;16;55;27.31;83.25;2.0;
1950;16;56;26.94;83.25;2.0;
1951;16;54;28.44;83.25;2.0;
1952;14;56;31.5;83.27;2.14;
1953;14;58;30.5;83.27;2.14;
1954;14;60;29.5;83.27;2.14;
1955;14;61;29.21;83.27;2.14;
1956;14;62;28.93;83.27;2.14;
1957;14;63;28.64;83.27;2.14;
1958;13;64;30.62;83.35;2.23;
1959;13;65;30.38;83.35;2.23;
1960;13;66;30.15;83.35;2.23;
1961;14;67;27.79;83.35;2.21;
1962;14;64;29.64;83.35;2.21;
1963;15;64;28.07;83.35;2.2;
1964;15;64;27.73;83.35;2.2;
1965;16;66;25.13;83.35;2.19;
1966;16;67;24.75;83.35;2.19;
1967;16;66;25.0;83.35;2.19;
1968;16;66;24.63;83.35;2.19;
1969;16;67;24.25;83.35;2.19;
1970;16;65;25.13;83.35;2.19;
1971;16;63;26.63;83.35;2.19;
1972;16;61;28.13;83.35;2.19;
1973;16;60;29.0;83.35;2.19;
1974;16;56;31.75;83.35;2.19;
1975;16;55;32.63;83.35;2.19;
1976;16;55;32.88;83.35;2.19;
1977;16;55;33.19;83.33;2.25;
1978;16;56;32.81;83.33;2.25;
1979;16;55;33.69;83.33;2.25;
1980;16;54;34.56;83.33;2.25;
1981;17;56;31.65;83.33;2.24;
1982;18;56;30.06;83.33;2.22;
1983;18;57;29.61;83.33;2.22;
1984;18;54;30.83;83.33;2.22;
1985;19;56;28.26;83.33;2.21;
1986;19;56;28.32;83.33;2.21;
1987;19;55;28.89;83.33;2.21;
1988;20;56;26.5;83.33;2.2;
1989;20;56;26.5;83.33;2.2;
1990;20;55;27.0;83.33;2.2;
1991;20;55;27.0;83.33;2.2;
1992;21;53;26.24;83.33;2.19;
1993;21;53;26.19;83.33;2.19;
1994;22;55;24.09;83.33;2.18;
1995;22;55;23.55;83.33;2.18;
1996;22;54;23.45;83.33;2.18;
1997;22;51;24.73;83.33;2.18;
1998;22;51;24.64;83.33;2.18;
1999;20;52;26.6;83.02;2.4;
2000;20;52;26.6;83.02;2.4;
2001;19;54;27.0;83.11;2.47;
2002;19;56;26.0;83.11;2.47;
2003;19;56;26.05;83.11;2.47;
2004;19;57;25.58;83.11;2.47;
2005;20;57;24.35;83.11;2.45;
2006;21;57;23.24;83.11;2.43;
2007;22;57;22.18;83.11;2.41;
2008;21;57;23.19;82.96;2.52;
2009;21;56;23.62;82.96;2.52;
2010;21;55;24.05;82.96;2.52;
2011;21;57;23.05;82.96;2.52;
2012;20;58;23.7;82.85;2.65;
2013;20;58;23.7;82.85;2.65;
2014;20;59;23.2;82.85;2.65;
2015;20;60;22.7;82.85;2.65;
2016;20;62;21.7;82.85;2.65;
2017;19;64;21.84;83.53;2.21;
2018;18;63;23.72;83.41;2.33;
2019;17;63;25.29;83.34;2.41;
2020;18;62;24.67;83.34;2.39;
2021;18;63;24.22;83.34;2.39;
2022;18;61;25.44;83.34;2.39;
2023;17;61;27.12;83.29;2.47;
2024;17;61;27.29;83.29;2.47;
2025;17;60;28.06;83.29;2.47;
2026;17;62;27.06;83.29;2.47;
2027;17;61;27.82;83.29;2.47;
2028;16;62;29.19;83.15;2.63;
2029;14;62;33.79;83.27;2.43;
2030;14;64;32.79;83.27;2.43;
2031;13;65;35.08;83.48;1.69;
2032;13;66;34.85;83.48;1.69;
2033;13;68;33.85;83.48;1.69;
2034;13;69;33.62;83.48;1.69;
2035;13;69;34.15;83.48;1.69;
2036;13;70;33.92;83.48;1.69;
2037;12;70;37.42;83.33;1.83;
2038;12;72;36.42;83.33;1.83;
2039;11;71;40.55;83.44;1.82;
2040;11;71;41.36;83.44;1.82;
2041;11;71;42.18;83.44;1.82;
2042;11;71;42.09;83.44;1.82;
2043;11;70;42.91;83.44;1.82;
2044;11;69;43.73;83.44;1.82;
2045;11;68;45.45;83.44;1.82;
2046;11;67;46.27;83.44;1.82;
2047;11;67;47.09;83.44;1.82;
2048;11;69;46.09;83.44;1.82;
2049;11;68;47.82;83.44;1.82;
2050;11;69;47.73;83.44;1.82;
2051;11;71;46.73;83.44;1.82;
2052;11;72;46.64;83.44;1.82;
2053;11;74;45.64;83.44;1.82;
2054;10;73;51.2;83.59;2.0;
2055;9;74;55.89;83.61;2.0;
2056;8;74;63.13;83.86;1.88;
2057;8;73;64.63;83.86;1.88;
2058;8;73;64.88;83.86;1.88;
2059;8;74;63.88;83.86;1.88;
2060;8;75;62.88;83.86;1.88;
2061;8;75;63.13;83.86;1.88;
2062;9;76;56.33;83.86;1.89;
2063;10;77;49.8;83.86;1.9;
2064;10;76;51.8;83.86;1.9;
2065;11;77;46.27;83.86;1.91;
2066;11;78;45.27;83.86;1.91;
2067;11;79;45.18;83.86;1.91;
2068;11;79;45.09;83.86;1.91;
2069;11;80;44.09;83.86;1.91;
2070;11;79;44.91;83.86;1.91;
2071;11;79;44.82;83.86;1.91;
2072;11;80;43.82;83.86;1.91;
2073;11;79;44.64;83.86;1.91;
2074;12;79;40.83;83.86;1.92;
2075;13;79;38.31;83.86;1.92;
2076;14;80;34.64;83.86;1.93;
2077;15;80;32.8;83.86;1.93;
2078;15;79;33.8;83.86;1.93;
2079;16;80;31.38;83.86;1.94;
2080;17;80;29.18;83.86;1.94;
2081;17;77;30.53;83.86;1.94;
2082;17;76;30.71;83.86;1.94;
2083;17;75;31.47;83.86;1.94;
2084;17;76;31.06;83.86;1.94;
2085;17;75;31.24;83.86;1.94;
2086;17;75;31.41;83.86;1.94;
2087;17;75;31.59;83.86;1.94;
2088;17;76;31.18;83.86;1.94;
2089;16;75;34.0;83.88;1.81;
2090;16;74;34.88;83.88;1.81;
2091;16;75;34.5;83.88;1.81;
2092;16;75;34.75;83.88;1.81;
2093;16;74;35.63;83.88;1.81;
2094;16;74;35.88;83.88;1.81;
2095;16;75;34.88;83.88;1.81;
2096;16;76;34.5;83.88;1.81;
2097;16;77;34.13;83.88;1.81;
2098;16;78;33.75;83.88;1.81;
2099;14;79;38.29;83.68;2.0;
2100;14;79;38.0;83.68;2.0;
2101;14;79;38.43;83.68;2.0;
2102;13;78;41.92;83.55;2.15;
2103;13;73;46.31;83.55;2.15;
2104;14;74;42.86;83.55;2.14;
2105;14;74;43.29;83.55;2.14;
2106;14;73;44.43;83.55;2.14;
2107;14;70;47.0;83.55;2.14;
2108;14;72;46.0;83.55;2.14;
2109;14;72;46.43;83.55;2.14;
2110;14;72;46.86;83.55;2.14;
2111;14;74;45.86;83.55;2.14;
2112;13;75;49.15;83.45;2.31;
2113;13;75;49.69;83.45;2.31;
2114;13;76;49.46;83.45;2.31;
2115;13;77;49.23;83.45;2.31;
2116;13;76;50.54;83.45;2.31;
2117;13;78;49.54;83.45;2.31;
2118;14;77;47.29;83.45;2.29;
2119;14;78;47.0;83.45;2.29;
2120;15;79;43.67;83.45;2.27;
2121;16;80;40.69;83.45;2.25;
2122;17;77;40.29;83.45;2.24;
2123;17;79;39.29;83.45;2.24;
2124;18;78;37.83;83.45;2.22;
2125;19;77;36.53;83.45;2.21;
2126;19;74;38.16;83.45;2.21;
2127;19;73;38.74;83.45;2.21;
2128;19;73;38.79;83.45;2.21;
2129;19;74;38.32;83.45;2.21;
2130;19;73;38.89;83.45;2.21;
2131;19;73;38.95;83.45;2.21;
2132;19;72;39.53;83.45;2.21;
2133;19;71;40.11;83.45;2.21;
2134;19;72;39.63;83.45;2.21;
2135;19;74;38.63;83.45;2.21;
2136;19;74;38.68;83.45;2.21;
2137;19;73;39.26;83.45;2.21;
2138;19;71;40.42;83.3;2.32;
2139;20;70;39.0;83.3;2.3;
2140;21;70;37.14;83.3;2.29;
2141;21;67;38.52;83.3;2.29;
