date;animal quantity;grass quantity;average animal energy;average animal life span;average children quantity;
3867;18;42;35.56;240.64;2.61;
3868;18;43;35.11;240.64;2.61;
3869;18;43;35.22;240.64;2.61;
3870;18;43;35.33;240.64;2.61;
3871;18;42;36.0;240.64;2.61;
3872;18;42;36.11;240.64;2.61;
3873;18;42;36.22;240.64;2.61;
3874;18;43;35.78;240.64;2.61;
3875;18;42;36.44;240.64;2.61;
3876;17;43;38.18;240.4;2.76;
3877;17;43;38.35;240.4;2.76;
3878;17;40;40.29;240.4;2.76;
3879;17;40;40.47;240.4;2.76;
3880;17;40;40.65;240.4;2.76;
3881;18;37;40.28;240.4;2.72;
3882;17;36;43.41;239.79;2.88;
3883;17;36;43.59;239.79;2.88;
3884;17;36;43.76;239.79;2.88;
3885;17;36;43.94;239.79;2.88;
3886;17;36;44.12;239.79;2.88;
3887;17;36;44.29;239.79;2.88;
3888;17;37;43.88;239.79;2.88;
3889;17;37;44.06;239.79;2.88;
3890;17;38;43.65;239.79;2.88;
3891;17;38;43.82;239.79;2.88;
3892;17;39;43.41;239.79;2.88;
3893;17;39;43.59;239.79;2.88;
3894;18;39;41.33;239.79;2.83;
3895;18;37;42.56;239.79;2.83;
3896;17;38;44.65;240.68;2.71;
3897;17;39;44.24;240.68;2.71;
3898;17;39;44.41;240.68;2.71;
3899;17;37;45.76;240.68;2.71;
3900;17;39;44.76;240.68;2.71;
3901;17;38;45.53;240.68;2.71;
3902;17;36;46.88;240.68;2.71;
3903;17;34;48.24;240.68;2.71;
3904;17;34;48.41;240.68;2.71;
3905;17;30;50.94;240.68;2.71;
3906;17;28;52.29;240.68;2.71;
3907;17;27;53.06;240.68;2.71;
3908;18;28;49.78;240.68;2.67;
3909;18;26;51.0;240.68;2.67;
3910;18;26;51.11;240.68;2.67;
3911;18;26;51.22;240.68;2.67;
3912;18;28;50.22;240.68;2.67;
3913;18;28;50.33;240.68;2.67;
3914;18;30;49.33;240.68;2.67;
3915;18;29;50.0;240.68;2.67;
3916;18;27;51.22;240.68;2.67;
3917;19;26;49.16;240.68;2.63;
3918;20;27;46.25;240.68;2.6;
3919;20;27;46.25;240.68;2.6;
3920;20;29;45.25;240.68;2.6;
3921;20;31;44.25;240.68;2.6;
3922;20;30;44.75;240.68;2.6;
3923;20;30;44.75;240.68;2.6;
3924;20;30;44.75;240.68;2.6;
3925;20;30;44.75;240.68;2.6;
3926;20;29;45.25;240.68;2.6;
3927;20;29;45.25;240.68;2.6;
3928;20;29;45.25;240.68;2.6;
3929;20;29;45.25;240.68;2.6;
3930;20;29;45.25;240.68;2.6;
3931;20;25;47.25;240.68;2.6;
3932;20;25;47.25;240.68;2.6;
3933;21;25;45.0;240.68;2.57;
3934;22;27;42.05;240.68;2.55;
3935;22;28;41.5;240.68;2.55;
3936;22;28;41.41;240.68;2.55;
3937;22;29;40.86;240.68;2.55;
3938;22;29;40.77;240.68;2.55;
3939;22;28;41.14;240.68;2.55;
3940;22;27;41.5;240.68;2.55;
3941;21;27;43.43;240.59;2.67;
3942;21;27;43.38;240.59;2.67;
3943;21;28;42.86;240.59;2.67;
3944;21;26;43.76;240.59;2.67;
3945;21;25;44.19;240.59;2.67;
3946;21;26;43.67;240.59;2.67;
3947;21;25;44.1;240.59;2.67;
3948;21;25;44.05;240.59;2.67;
3949;22;26;41.59;240.59;2.64;
3950;22;24;42.41;240.59;2.64;
3951;22;22;43.23;240.59;2.64;
3952;23;23;40.83;240.59;2.61;
3953;23;23;40.7;240.59;2.61;
3954;23;23;40.57;240.59;2.61;
3955;24;25;37.92;240.59;2.58;
3956;24;25;37.75;240.59;2.58;
3957;24;24;38.0;240.59;2.58;
3958;24;26;37.0;240.59;2.58;
3959;24;22;38.5;240.59;2.58;
3960;24;21;38.75;240.59;2.58;
3961;24;20;39.0;240.59;2.58;
3962;25;20;37.32;240.59;2.56;
3963;25;21;36.72;240.59;2.56;
3964;25;23;35.72;240.59;2.56;
3965;25;24;35.12;240.59;2.56;
3966;25;24;34.92;240.59;2.56;
3967;25;24;34.72;240.59;2.56;
3968;25;26;33.72;240.59;2.56;
3969;25;28;32.72;240.59;2.56;
3970;25;30;31.72;240.59;2.56;
3971;25;29;31.92;240.59;2.56;
3972;25;30;31.32;240.59;2.56;
3973;26;31;29.58;240.59;2.54;
3974;26;27;30.88;240.59;2.54;
3975;26;25;31.42;240.59;2.54;
3976;26;26;30.81;240.59;2.54;
3977;26;24;31.35;240.59;2.54;
3978;26;24;31.12;240.59;2.54;
3979;26;23;31.27;240.59;2.54;
3980;26;22;31.42;240.59;2.54;
3981;25;22;32.48;239.9;2.64;
3982;25;22;32.28;239.9;2.64;
3983;25;21;32.48;239.9;2.64;
3984;25;21;32.28;239.9;2.64;
3985;25;22;31.68;239.9;2.64;
3986;25;21;31.88;239.9;2.64;
3987;25;21;31.68;239.9;2.64;
3988;25;21;31.48;239.9;2.64;
3989;24;22;32.21;240.39;2.75;
3990;24;21;32.46;240.39;2.75;
3991;24;20;32.71;240.39;2.75;
3992;24;19;32.96;240.39;2.75;
3993;23;20;33.83;240.36;2.78;
3994;23;20;33.7;240.36;2.78;
3995;22;21;34.68;239.84;2.91;
3996;22;23;33.68;239.84;2.91;
3997;22;22;34.05;239.84;2.91;
3998;22;21;34.41;239.84;2.91;
3999;22;19;35.23;239.84;2.91;
4000;22;20;34.68;239.84;2.91;
4001;22;22;33.68;239.84;2.91;
4002;22;23;33.14;239.84;2.91;
4003;22;21;33.95;239.84;2.91;
4004;22;22;33.41;239.84;2.91;
4005;22;21;33.77;239.84;2.91;
4006;22;20;34.14;239.84;2.91;
4007;22;21;33.59;239.84;2.91;
4008;22;20;33.95;239.84;2.91;
4009;22;21;33.41;239.84;2.91;
4010;22;22;32.86;239.84;2.91;
4011;22;21;33.23;239.84;2.91;
4012;22;23;32.23;239.84;2.91;
4013;22;24;31.68;239.84;2.91;
4014;22;25;31.14;239.84;2.91;
4015;22;26;30.59;239.84;2.91;
4016;21;24;32.95;240.67;2.76;
4017;21;25;32.43;240.67;2.76;
4018;21;26;31.9;240.67;2.76;
4019;21;23;33.29;240.67;2.76;
4020;21;23;33.24;240.67;2.76;
4021;21;23;33.19;240.67;2.76;
4022;21;24;32.67;240.67;2.76;
4023;21;26;31.67;240.67;2.76;
4024;21;25;32.1;240.67;2.76;
4025;21;26;31.57;240.67;2.76;
4026;21;24;32.48;240.67;2.76;
4027;21;23;32.9;240.67;2.76;
4028;21;24;32.38;240.67;2.76;
4029;21;25;31.86;240.67;2.76;
4030;21;25;31.81;240.67;2.76;
4031;21;25;31.76;240.67;2.76;
4032;21;26;31.24;240.67;2.76;
4033;21;26;31.19;240.67;2.76;
4034;20;27;32.25;241.17;2.55;
4035;20;26;32.75;241.17;2.55;
4036;20;26;32.75;241.17;2.55;
4037;20;24;33.75;241.17;2.55;
4038;20;23;34.25;241.17;2.55;
4039;20;25;33.25;241.17;2.55;
4040;20;26;32.75;241.17;2.55;
4041;20;25;33.25;241.17;2.55;
4042;20;25;33.25;241.17;2.55;
4043;20;26;32.75;241.17;2.55;
4044;20;24;33.75;241.17;2.55;
4045;19;24;35.58;240.81;2.68;
4046;19;23;36.16;240.81;2.68;
4047;19;24;35.68;240.81;2.68;
4048;19;26;34.68;240.81;2.68;
4049;19;26;34.74;240.81;2.68;
4050;19;28;33.74;240.81;2.68;
4051;19;26;34.84;240.81;2.68;
4052;19;27;34.37;240.81;2.68;
4053;18;27;36.39;240.34;2.83;
4054;18;26;37.06;240.34;2.83;
4055;18;25;37.72;240.34;2.83;
4056;18;23;38.94;240.34;2.83;
4057;18;24;38.5;240.34;2.83;
4058;19;25;36.11;240.34;2.79;
4059;20;26;33.9;240.34;2.75;
4060;19;26;35.74;241.32;2.68;
4061;19;25;36.32;241.32;2.68;
4062;19;24;36.89;241.32;2.68;
4063;18;23;39.61;241.94;2.61;
4064;18;23;39.72;241.94;2.61;
4065;18;25;38.72;241.94;2.61;
4066;18;24;39.39;241.94;2.61;
4067;18;23;40.06;241.94;2.61;
4068;18;25;39.06;241.94;2.61;
4069;18;26;38.61;241.94;2.61;
4070;18;28;37.61;241.94;2.61;
4071;18;29;37.17;241.94;2.61;
4072;18;28;37.83;241.94;2.61;
4073;18;29;37.39;241.94;2.61;
4074;18;29;37.5;241.94;2.61;
4075;18;28;38.17;241.94;2.61;
4076;18;28;38.28;241.94;2.61;
4077;18;28;38.39;241.94;2.61;
4078;18;26;39.61;241.94;2.61;
4079;18;27;39.17;241.94;2.61;
4080;19;26;37.74;241.94;2.58;
4081;19;26;37.79;241.94;2.58;
4082;19;26;37.84;241.94;2.58;
4083;20;26;36.05;241.94;2.55;
4084;20;24;37.05;241.94;2.55;
4085;20;23;37.55;241.94;2.55;
4086;20;23;37.55;241.94;2.55;
4087;20;24;37.05;241.94;2.55;
4088;20;23;37.55;241.94;2.55;
4089;20;24;37.05;241.94;2.55;
4090;20;25;36.55;241.94;2.55;
4091;20;26;36.05;241.94;2.55;
4092;20;26;36.05;241.94;2.55;
4093;20;27;35.55;241.94;2.55;
4094;20;26;36.05;241.94;2.55;
4095;20;26;36.05;241.94;2.55;
4096;20;25;36.55;241.94;2.55;
4097;20;23;37.55;241.94;2.55;
4098;20;24;37.05;241.94;2.55;
4099;20;24;37.05;241.94;2.55;
4100;21;24;35.29;241.94;2.52;
4101;21;25;34.76;241.94;2.52;
4102;21;26;34.24;241.94;2.52;
4103;21;27;33.71;241.94;2.52;
4104;21;27;33.67;241.94;2.52;
4105;20;27;35.35;241.84;2.65;
4106;20;27;35.35;241.84;2.65;
4107;20;27;35.35;241.84;2.65;
4108;20;26;35.85;241.84;2.65;
4109;20;27;35.35;241.84;2.65;
4110;20;26;35.85;241.84;2.65;
4111;20;26;35.85;241.84;2.65;
4112;20;24;36.85;241.84;2.65;
4113;20;24;36.85;241.84;2.65;
4114;20;22;37.85;241.84;2.65;
4115;20;21;38.35;241.84;2.65;
4116;20;20;38.85;241.84;2.65;
4117;20;20;38.85;241.84;2.65;
4118;20;18;39.85;241.84;2.65;
4119;19;19;41.47;243.34;2.37;
4120;19;19;41.53;243.34;2.37;
4121;19;20;41.05;243.34;2.37;
4122;19;20;41.11;243.34;2.37;
4123;19;19;41.68;243.34;2.37;
4124;19;19;41.74;243.34;2.37;
4125;19;21;40.74;243.34;2.37;
4126;19;20;41.32;243.34;2.37;
4127;19;21;40.84;243.34;2.37;
4128;19;20;41.42;243.34;2.37;
4129;19;21;40.95;243.34;2.37;
4130;19;22;40.47;243.34;2.37;
4131;19;23;40.0;243.34;2.37;
4132;19;23;40.05;243.34;2.37;
4133;19;23;40.11;243.34;2.37;
4134;19;24;39.63;243.34;2.37;
4135;19;26;38.63;243.34;2.37;
4136;19;26;38.68;243.34;2.37;
4137;19;26;38.74;243.34;2.37;
4138;19;25;39.32;243.34;2.37;
4139;19;27;38.32;243.34;2.37;
4140;19;28;37.84;243.34;2.37;
4141;19;29;37.37;243.34;2.37;
4142;19;30;36.89;243.34;2.37;
4143;19;31;36.42;243.34;2.37;
4144;19;31;36.47;243.34;2.37;
4145;19;29;37.58;243.34;2.37;
4146;19;27;38.68;243.34;2.37;
4147;19;26;39.26;243.34;2.37;
4148;20;27;36.9;243.34;2.35;
4149;20;26;37.4;243.34;2.35;
4150;20;26;37.4;243.34;2.35;
4151;20;26;37.4;243.34;2.35;
4152;20;26;37.4;243.34;2.35;
4153;20;25;37.9;243.34;2.35;
4154;20;25;37.9;243.34;2.35;
4155;20;27;36.9;243.34;2.35;
4156;20;28;36.4;243.34;2.35;
4157;20;26;37.4;243.34;2.35;
4158;20;27;36.9;243.34;2.35;
4159;20;28;36.4;243.34;2.35;
4160;20;29;35.9;243.34;2.35;
4161;20;30;35.4;243.34;2.35;
4162;20;28;36.4;243.34;2.35;
4163;19;28;38.37;245.28;2.0;
4164;19;29;37.89;245.28;2.0;
4165;19;27;39.0;245.28;2.0;
4166;19;27;39.05;245.28;2.0;
4167;19;27;39.11;245.28;2.0;
4168;19;25;40.21;245.28;2.0;
4169;19;26;39.74;245.28;2.0;
4170;18;27;41.5;245.42;2.11;
4171;18;27;41.61;245.42;2.11;
4172;17;29;43.06;245.72;2.06;
4173;17;30;42.65;245.72;2.06;
4174;17;30;42.82;245.72;2.06;
4175;17;29;43.59;245.72;2.06;
4176;17;31;42.59;245.72;2.06;
4177;18;33;39.28;245.72;2.06;
4178;19;33;37.37;245.72;2.05;
4179;19;33;37.42;245.72;2.05;
4180;18;31;40.72;245.21;2.17;
4181;18;29;41.94;245.21;2.17;
4182;18;25;44.28;245.21;2.17;
4183;18;24;44.94;245.21;2.17;
4184;17;25;47.18;244.77;2.29;
4185;17;26;46.76;244.77;2.29;
4186;17;24;48.12;244.77;2.29;
4187;17;25;47.71;244.77;2.29;
4188;17;25;47.88;244.77;2.29;
4189;17;26;47.47;244.77;2.29;
4190;17;27;47.06;244.77;2.29;
4191;17;23;49.59;244.77;2.29;
4192;17;24;49.18;244.77;2.29;
4193;17;23;49.94;244.77;2.29;
4194;17;25;48.94;244.77;2.29;
4195;17;27;47.94;244.77;2.29;
4196;17;28;47.53;244.77;2.29;
4197;17;29;47.12;244.77;2.29;
4198;17;30;46.71;244.77;2.29;
4199;17;31;46.29;244.77;2.29;
4200;17;29;47.65;244.77;2.29;
4201;17;28;48.41;244.77;2.29;
4202;17;28;48.59;244.77;2.29;
4203;17;25;50.53;244.77;2.29;
4204;17;26;50.12;244.77;2.29;
4205;17;24;51.47;244.77;2.29;
4206;17;23;52.24;244.77;2.29;
4207;17;24;51.82;244.77;2.29;
4208;17;23;52.59;244.77;2.29;
4209;17;22;53.35;244.77;2.29;
4210;17;23;52.94;244.77;2.29;
4211;17;25;51.94;244.77;2.29;
4212;17;26;51.53;244.77;2.29;
4213;18;25;49.44;244.77;2.28;
4214;18;25;49.56;244.77;2.28;
4215;18;26;49.11;244.77;2.28;
4216;18;25;49.78;244.77;2.28;
4217;18;27;48.89;244.14;2.39;
4218;18;28;48.44;244.14;2.39;
4219;18;30;47.44;244.14;2.39;
4220;18;29;48.11;244.14;2.39;
4221;18;29;48.22;244.14;2.39;
4222;17;28;51.82;246.42;2.18;
4223;17;26;53.18;246.42;2.18;
4224;17;25;53.94;246.42;2.18;
4225;17;25;54.12;246.42;2.18;
4226;18;27;50.17;246.42;2.17;
4227;18;27;50.28;246.42;2.17;
4228;18;28;49.83;246.42;2.17;
4229;18;25;51.61;246.42;2.17;
4230;18;27;50.61;246.42;2.17;
4231;18;26;51.28;246.42;2.17;
4232;18;26;51.39;246.42;2.17;
4233;18;27;50.94;246.42;2.17;
4234;18;25;52.17;246.42;2.17;
4235;18;26;51.72;246.42;2.17;
4236;18;24;52.94;246.42;2.17;
4237;18;25;52.5;246.42;2.17;
4238;18;23;53.72;246.42;2.17;
4239;18;22;54.39;246.42;2.17;
4240;18;20;55.61;246.42;2.17;
4241;18;20;55.72;246.42;2.17;
4242;18;21;55.28;246.42;2.17;
4243;18;20;55.94;246.42;2.17;
4244;19;21;52.58;246.42;2.16;
4245;19;20;53.16;246.42;2.16;
4246;19;19;53.74;246.42;2.16;
4247;19;21;52.74;246.42;2.16;
4248;19;21;52.79;246.42;2.16;
4249;19;22;52.32;246.42;2.16;
4250;19;24;51.32;246.42;2.16;
4251;19;25;50.84;246.42;2.16;
4252;19;27;49.84;246.42;2.16;
4253;19;26;50.42;246.42;2.16;
4254;19;28;49.42;246.42;2.16;
4255;19;28;49.47;246.42;2.16;
4256;19;28;49.53;246.42;2.16;
4257;19;28;49.58;246.42;2.16;
4258;19;27;50.16;246.42;2.16;
4259;19;26;50.74;246.42;2.16;
4260;19;25;51.32;246.42;2.16;
4261;19;24;51.89;246.42;2.16;
4262;19;25;51.42;246.42;2.16;
4263;19;26;50.95;246.42;2.16;
4264;19;27;50.47;246.42;2.16;
4265;19;29;49.47;246.42;2.16;
4266;19;30;49.0;246.42;2.16;
4267;19;29;49.58;246.42;2.16;
4268;19;28;50.16;246.42;2.16;
4269;19;24;52.32;246.42;2.16;
4270;19;24;52.37;246.42;2.16;
4271;19;22;53.47;246.42;2.16;
4272;19;23;53.0;246.42;2.16;
4273;20;22;50.95;246.42;2.15;
4274;21;22;48.52;246.42;2.14;
4275;21;23;48.0;246.42;2.14;
4276;22;23;45.77;246.42;2.14;
4277;22;21;46.59;246.42;2.14;
4278;22;23;45.59;246.42;2.14;
4279;22;25;44.59;246.42;2.14;
4280;22;24;44.95;246.42;2.14;
4281;22;24;44.86;246.42;2.14;
4282;22;26;43.86;246.42;2.14;
4283;22;28;42.86;246.42;2.14;
4284;22;29;42.32;246.42;2.14;
4285;22;27;43.14;246.42;2.14;
4286;22;28;42.59;246.42;2.14;
4287;22;27;42.95;246.42;2.14;
4288;22;26;43.32;246.42;2.14;
4289;22;24;44.14;246.42;2.14;
4290;22;25;43.59;246.42;2.14;
4291;22;25;43.5;246.42;2.14;
4292;22;26;42.95;246.42;2.14;
4293;22;27;42.41;246.42;2.14;
4294;22;28;41.86;246.42;2.14;
4295;22;28;41.77;246.42;2.14;
4296;22;27;42.14;246.42;2.14;
4297;23;27;40.22;246.42;2.13;
4298;23;27;40.09;246.42;2.13;
4299;22;27;41.82;246.4;2.23;
4300;22;27;41.73;246.4;2.23;
4301;21;28;43.19;246.65;2.33;
4302;21;27;43.62;246.65;2.33;
4303;21;27;43.57;246.65;2.33;
4304;21;28;43.05;246.65;2.33;
4305;21;26;43.95;246.65;2.33;
4306;21;23;45.33;246.65;2.33;
4307;22;24;42.77;246.65;2.32;
4308;22;23;43.14;246.65;2.32;
4309;22;23;43.05;246.65;2.32;
4310;22;23;42.95;246.65;2.32;
4311;22;21;43.77;246.65;2.32;
4312;22;21;43.68;246.65;2.32;
4313;22;18;44.95;246.65;2.32;
4314;22;19;44.41;246.65;2.32;
4315;22;19;44.32;246.65;2.32;
4316;22;19;44.23;246.65;2.32;
4317;23;19;42.26;246.65;2.3;
4318;23;18;42.57;246.65;2.3;
4319;23;16;43.3;246.65;2.3;
4320;23;17;42.74;246.65;2.3;
4321;23;17;42.61;246.65;2.3;
4322;23;18;42.04;246.65;2.3;
4323;23;19;41.48;246.65;2.3;
4324;23;16;42.65;246.65;2.3;
4325;23;14;43.39;246.65;2.3;
4326;23;16;42.39;246.65;2.3;
4327;23;18;41.39;246.65;2.3;
4328;22;19;42.73;246.24;2.36;
4329;22;18;43.09;246.24;2.36;
4330;22;17;43.45;246.24;2.36;
4331;22;18;42.91;246.24;2.36;
4332;22;19;42.36;246.24;2.36;
4333;21;20;43.86;246.65;2.38;
4334;22;22;40.91;246.65;2.36;
4335;22;23;40.36;246.65;2.36;
4336;21;23;42.24;246.09;2.48;
4337;22;24;39.86;246.09;2.45;
4338;22;23;40.23;246.09;2.45;
4339;22;24;39.68;246.09;2.45;
4340;22;21;40.95;246.09;2.45;
4341;22;22;40.41;246.09;2.45;
4342;22;23;39.86;246.09;2.45;
4343;22;23;39.77;246.09;2.45;
4344;22;24;39.23;246.09;2.45;
4345;22;24;39.14;246.09;2.45;
4346;22;23;39.5;246.09;2.45;
4347;22;22;39.86;246.09;2.45;
4348;22;21;40.23;246.09;2.45;
4349;22;23;39.23;246.09;2.45;
4350;22;24;38.68;246.09;2.45;
4351;22;22;39.5;246.09;2.45;
4352;22;21;39.86;246.09;2.45;
4353;22;21;39.77;246.09;2.45;
4354;23;20;38.39;246.09;2.43;
4355;24;17;37.92;246.09;2.42;
4356;24;18;37.33;246.09;2.42;
4357;24;20;36.33;246.09;2.42;
4358;24;21;35.75;246.09;2.42;
4359;24;20;36.0;246.09;2.42;
4360;24;19;36.25;246.09;2.42;
4361;24;17;36.92;246.09;2.42;
4362;24;19;35.92;246.09;2.42;
4363;24;18;36.17;246.09;2.42;
4364;24;18;36.0;246.09;2.42;
4365;25;19;34.0;246.09;2.4;
4366;25;20;33.4;246.09;2.4;
4367;25;21;32.8;246.09;2.4;
4368;25;20;33.0;246.09;2.4;
4369;25;21;32.4;246.09;2.4;
4370;25;22;31.8;246.09;2.4;
4371;25;22;31.6;246.09;2.4;
4372;26;23;29.85;246.09;2.38;
4373;26;22;30.0;246.09;2.38;
4374;26;21;30.15;246.09;2.38;
4375;26;21;29.92;246.09;2.38;
4376;26;22;29.31;246.09;2.38;
4377;26;22;29.08;246.09;2.38;
4378;26;20;29.62;246.09;2.38;
4379;26;21;29.0;246.09;2.38;
4380;26;19;29.54;246.09;2.38;
4381;26;19;29.31;246.09;2.38;
4382;26;20;28.69;246.09;2.38;
4383;26;21;28.08;246.09;2.38;
4384;26;22;27.46;246.09;2.38;
4385;25;23;27.96;245.44;2.48;
4386;25;21;28.56;245.44;2.48;
4387;25;21;28.36;245.44;2.48;
4388;23;22;30.26;244.89;2.7;
4389;23;23;29.7;244.89;2.7;
4390;23;24;29.13;244.89;2.7;
4391;23;23;29.43;244.89;2.7;
4392;23;24;28.87;244.89;2.7;
4393;23;25;28.3;244.89;2.7;
4394;22;24;29.95;244.89;2.77;
4395;22;24;29.86;244.89;2.77;
4396;22;24;29.77;244.89;2.77;
4397;22;23;30.14;244.89;2.77;
4398;22;25;29.14;244.89;2.77;
4399;22;26;28.59;244.89;2.77;
4400;22;26;28.5;244.89;2.77;
4401;22;28;27.5;244.89;2.77;
4402;22;29;26.95;244.89;2.77;
4403;22;29;26.86;244.89;2.77;
4404;22;28;27.23;244.89;2.77;
4405;22;27;27.59;244.89;2.77;
4406;22;26;27.95;244.89;2.77;
4407;21;27;28.76;244.49;2.9;
4408;21;26;29.19;244.49;2.9;
4409;21;25;29.62;244.49;2.9;
4410;21;23;30.52;244.49;2.9;
4411;21;24;30.0;244.49;2.9;
4412;21;24;29.95;244.49;2.9;
4413;21;22;30.86;244.49;2.9;
4414;21;22;30.81;244.49;2.9;
4415;21;22;30.76;244.49;2.9;
4416;21;21;31.19;244.49;2.9;
4417;21;20;31.62;244.49;2.9;
4418;21;20;31.57;244.49;2.9;
4419;22;20;30.09;244.49;2.86;
4420;22;19;30.45;244.49;2.86;
4421;22;20;29.91;244.49;2.86;
4422;22;20;29.82;244.49;2.86;
4423;22;20;29.73;244.49;2.86;
4424;22;21;29.18;244.49;2.86;
4425;22;19;30.0;244.49;2.86;
4426;22;20;29.45;244.49;2.86;
4427;22;20;29.36;244.49;2.86;
4428;22;21;28.82;244.49;2.86;
4429;22;21;28.73;244.49;2.86;
4430;22;21;28.64;244.49;2.86;
4431;22;19;29.45;244.49;2.86;
4432;22;20;28.91;244.49;2.86;
4433;22;21;28.36;244.49;2.86;
4434;21;23;28.71;247.07;2.52;
4435;21;22;29.14;247.07;2.52;
4436;21;18;31.0;247.07;2.52;
4437;21;18;30.95;247.07;2.52;
4438;21;19;30.43;247.07;2.52;
4439;21;21;29.43;247.07;2.52;
4440;21;18;30.81;247.07;2.52;
4441;21;19;30.29;247.07;2.52;
4442;20;21;30.8;246.71;2.55;
4443;20;19;31.8;246.71;2.55;
4444;20;20;31.3;246.71;2.55;
4445;20;21;30.8;246.71;2.55;
4446;20;19;31.8;246.71;2.55;
4447;20;18;32.3;246.71;2.55;
4448;20;18;32.3;246.71;2.55;
4449;20;18;32.3;246.71;2.55;
4450;20;17;32.8;246.71;2.55;
4451;20;17;32.8;246.71;2.55;
4452;20;15;33.8;246.71;2.55;
4453;20;15;33.8;246.71;2.55;
4454;20;13;34.8;246.71;2.55;
4455;20;15;33.8;246.71;2.55;
4456;20;15;33.8;246.71;2.55;
4457;20;15;33.8;246.71;2.55;
4458;20;17;32.8;246.71;2.55;
4459;20;19;31.8;246.71;2.55;
4460;19;20;33.0;246.36;2.68;
4461;19;20;33.05;246.36;2.68;
4462;19;20;33.11;246.36;2.68;
4463;19;21;32.63;246.36;2.68;
4464;19;22;32.16;246.36;2.68;
4465;19;21;32.74;246.36;2.68;
4466;19;22;32.26;246.36;2.68;
4467;19;23;31.79;246.36;2.68;
4468;19;25;30.79;246.36;2.68;
4469;19;26;30.32;246.36;2.68;
4470;19;26;30.37;246.36;2.68;
4471;19;26;30.42;246.36;2.68;
4472;19;23;32.05;246.36;2.68;
4473;19;23;32.11;246.36;2.68;
4474;19;25;31.11;246.36;2.68;
4475;19;26;30.63;246.36;2.68;
4476;18;26;32.44;246.23;2.72;
4477;18;26;32.56;246.23;2.72;
4478;18;28;31.56;246.23;2.72;
4479;18;28;31.67;246.23;2.72;
4480;18;27;32.33;246.23;2.72;
4481;18;27;32.44;246.23;2.72;
4482;18;28;32.0;246.23;2.72;
4483;17;28;34.06;246.4;2.76;
4484;17;27;34.82;246.4;2.76;
4485;17;29;33.82;246.4;2.76;
4486;17;29;34.0;246.4;2.76;
4487;18;30;31.72;246.4;2.72;
4488;18;30;31.83;246.4;2.72;
4489;18;30;31.94;246.4;2.72;
4490;18;28;33.17;246.4;2.72;
4491;18;29;32.72;246.4;2.72;
4492;17;28;35.41;246.32;2.71;
4493;17;30;34.41;246.32;2.71;
4494;17;31;34.0;246.32;2.71;
4495;17;31;34.18;246.32;2.71;
4496;17;31;34.35;246.32;2.71;
4497;16;31;36.75;246.07;2.81;
4498;15;32;38.87;248.39;2.47;
4499;14;32;42.07;248.94;2.29;
4500;14;32;42.5;248.94;2.29;
4501;14;33;42.21;248.94;2.29;
4502;14;34;41.93;248.94;2.29;
4503;14;34;42.36;248.94;2.29;
4504;14;34;42.79;248.94;2.29;
4505;14;32;44.64;248.94;2.29;
4506;14;31;45.79;248.94;2.29;
4507;14;33;44.79;248.94;2.29;
4508;14;32;45.93;248.94;2.29;
4509;14;31;47.07;248.94;2.29;
4510;14;31;47.5;248.94;2.29;
4511;14;33;46.5;248.94;2.29;
4512;14;34;46.21;248.94;2.29;
4513;14;34;46.64;248.94;2.29;
4514;14;34;47.07;248.94;2.29;
4515;14;32;48.93;248.94;2.29;
4516;14;33;48.64;248.94;2.29;
4517;14;35;47.64;248.94;2.29;
4518;15;36;44.27;248.94;2.27;
4519;15;35;45.27;248.94;2.27;
4520;15;34;46.27;248.94;2.27;
4521;15;36;45.27;248.94;2.27;
4522;15;36;45.6;248.94;2.27;
4523;15;35;46.6;248.94;2.27;
4524;15;33;48.27;248.94;2.27;
4525;15;31;49.93;248.94;2.27;
4526;15;33;48.93;248.94;2.27;
4527;16;31;47.44;248.94;2.25;
4528;16;32;47.06;248.94;2.25;
4529;17;33;43.94;248.94;2.24;
4530;17;34;43.53;248.94;2.24;
4531;17;35;43.12;248.94;2.24;
4532;17;32;45.06;248.94;2.24;
4533;17;33;44.65;248.94;2.24;
4534;17;33;44.82;248.94;2.24;
4535;17;30;46.76;248.94;2.24;
4536;17;27;48.71;248.94;2.24;
4537;17;27;48.88;248.94;2.24;
4538;17;28;48.47;248.94;2.24;
4539;18;29;45.39;248.94;2.22;
4540;18;28;46.06;248.94;2.22;
4541;18;28;46.17;248.94;2.22;
4542;18;29;45.72;248.94;2.22;
4543;18;28;46.39;248.94;2.22;
4544;18;27;47.06;248.94;2.22;
4545;18;28;46.61;248.94;2.22;
4546;18;30;45.61;248.94;2.22;
4547;18;31;45.17;248.94;2.22;
4548;18;29;46.39;248.94;2.22;
4549;19;30;43.53;248.94;2.21;
4550;20;28;42.45;248.94;2.2;
4551;20;29;41.95;248.94;2.2;
4552;20;29;41.95;248.94;2.2;
4553;20;29;41.95;248.94;2.2;
4554;20;27;42.95;248.94;2.2;
4555;20;26;43.45;248.94;2.2;
4556;20;24;44.45;248.94;2.2;
4557;20;25;43.95;248.94;2.2;
4558;20;26;43.45;248.94;2.2;
4559;20;26;43.45;248.94;2.2;
4560;20;26;43.45;248.94;2.2;
4561;20;25;43.95;248.94;2.2;
4562;20;25;43.95;248.94;2.2;
4563;20;25;43.95;248.94;2.2;
4564;21;25;41.86;248.94;2.19;
